Therapeutic,CH1 Isotype,VD LC,Fab_Total_SASA,Fab_Total_SAP,Ch_A_Length,Ch_B_Length,Fab_Total_AAs,Chain_SASA,Chain_SAP,Num_Hydrophobic_Patches,Largest_Hydrophobic_Patch_Size,Largest_Hydrophobic_Patch_SASA,Max_Hydrophobic_Patch_Intensity,Mean_Hydrophobic_Patch_Intensity,Sum_Total_Hydrophobic_Patch_SASA,Top_Hydrophobic_Patch_Burden,Hydro_Dipole_Moment_X,Hydro_Dipole_Moment_Y,Hydro_Dipole_Moment_Z,Num_Aromatic_Patches,Largest_Aromatic_Patch_Size,Largest_Aromatic_Patch_SASA,Max_Aromatic_Patch_Intensity,Mean_Aromatic_Patch_Intensity,Sum_Total_Aromatic_Patch_SASA,Top_Aromatic_Patch_Burden,Net_Charge,Dipole_Moment_X,Dipole_Moment_Y,Dipole_Moment_Z,Complementary_Charge_Patches,Chain_Num_Hydrophobic_Patches,Chain_Largest_Hydrophobic_Patch_Size,Chain_Largest_Hydrophobic_Patch_SASA,Chain_Max_Hydrophobic_Patch_Intensity,Chain_Mean_Hydrophobic_Patch_Intensity,Chain_Sum_Total_Hydrophobic_Patch_SASA,Chain_Top_Hydrophobic_Patch_Burden,Chain_Hydro_Dipole_Moment_X,Chain_Hydro_Dipole_Moment_Y,Chain_Hydro_Dipole_Moment_Z,Chain_Num_Aromatic_Patches,Chain_Largest_Aromatic_Patch_Size,Chain_Largest_Aromatic_Patch_SASA,Chain_Max_Aromatic_Patch_Intensity,Chain_Mean_Aromatic_Patch_Intensity,Chain_Sum_Total_Aromatic_Patch_SASA,Chain_Top_Aromatic_Patch_Burden,Chain_Net_Charge,Chain_Dipole_Moment_X,Chain_Dipole_Moment_Y,Chain_Dipole_Moment_Z,Chain_Complementary_Charge_Patches
Daratumumab,G1,Kappa,25850.29,-190.37,220,214,434,12728.3,-230.8,6,18,1497.7,1.2721,0.5672,3147.97,812.1539,3.733,-1.629,-4.451,0,0,0.0,0.0,0.0,0.0,0.0,3.6,100.842,-248.645,-41.647,64,2,9,758.58,0.6925,0.6404,1129.91,525.3378,-2.652,-2.124,-8.33,0,0,0.0,0.0,0.0,0.0,0.0,1.8,255.918,38.946,-19.43,36
Daretabart,G1,Kappa,30027.77,-209.59,211,220,431,16266.65,-191.29,5,11,1049.31,0.8015,0.4849,2537.56,252.1874,2.006,-10.344,5.626,0,0,0.0,0.0,0.0,0.0,0.0,8.15,823.984,-381.479,71.939,72,3,5,486.35,0.8015,0.455,994.79,222.4823,-6.464,-4.96,-3.687,0,0,0.0,0.0,0.0,0.0,0.0,5.43,504.335,-172.199,248.944,37
Dargistotug,G1,Kappa,27086.53,-159.38,220,213,433,14118.94,-149.27,8,7,487.28,0.8349,0.5659,2945.7,322.2066,-0.331,3.599,5.537,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-659.565,223.666,-317.094,54,3,7,405.59,0.7944,0.545,1207.94,322.2066,5.072,6.5,7.609,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-292.399,19.611,-481.085,32
Datopotamab,G1,Kappa,26353.92,-152.62,219,214,433,13785.91,-189.06,7,8,635.41,1.1042,0.5085,3338.65,701.5904,12.022,2.609,-4.855,1,4,360.45,90.1132,90.1132,360.45,32481.586,5.43,-374.905,349.913,-480.311,61,2,8,534.86,0.6829,0.6534,923.47,333.7008,10.591,8.146,0.841,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-165.395,-29.447,-361.874,36
Daxdilimab,G1,Lambda,24660.26,-84.05,220,216,436,11287.46,-199.83,5,16,1448.82,0.817,0.4567,3091.95,984.7793,1.262,3.289,0.699,0,0,0.0,0.0,0.0,0.0,0.0,4.52,76.06,-760.735,-139.827,54,3,7,543.76,0.6565,0.4684,1200.29,231.2034,2.429,-4.072,-3.472,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-16.797,48.102,-143.443,28
Dazukibart,G1,Kappa,28117.75,-156.35,217,214,431,15204.49,-197.75,6,10,754.21,0.6619,0.3983,2931.18,382.4945,-8.875,-15.092,-3.174,0,0,0.0,0.0,0.0,0.0,0.0,6.33,27.764,198.616,139.355,72,4,9,575.64,0.6619,0.4304,1550.92,259.3231,-7.143,-5.514,-1.686,0,0,0.0,0.0,0.0,0.0,0.0,2.71,261.731,165.654,-147.144,34
Delpacibart,G1,Kappa,28476.81,-235.06,214,214,428,15729.93,-182.07,6,10,900.21,0.6198,0.2925,3072.74,390.6491,-8.043,-1.043,5.507,0,0,0.0,0.0,0.0,0.0,0.0,6.33,-273.738,-207.904,-140.822,63,4,7,675.98,0.6198,0.2758,1812.94,252.1012,-8.008,-1.906,-3.002,0,0,0.0,0.0,0.0,0.0,0.0,2.71,27.628,229.22,328.563,30
Denosumab,G2,Kappa,28652.74,-160.9,206,215,421,13535.6,-198.57,7,10,849.71,0.9554,0.4987,3955.89,811.7856,1.567,2.602,-5.572,0,0,0.0,0.0,0.0,0.0,0.0,3.6,-1196.771,-38.25,-56.37,61,3,8,801.63,0.7451,0.502,1423.1,597.2921,2.462,6.456,-3.279,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-907.419,-56.534,15.136,36
Denrakibart,G2,Kappa,29139.12,3.02,205,220,425,13005.16,-219.23,7,15,1070.59,1.0057,0.528,4322.39,657.0685,-0.384,18.231,3.16,0,0,0.0,0.0,0.0,0.0,0.0,3.6,-176.827,-226.026,-42.511,72,2,10,595.58,0.5712,0.4117,992.36,226.6438,-1.692,0.603,-2.548,0,0,0.0,0.0,0.0,0.0,0.0,1.8,7.144,277.792,-20.832,41
Depemokimab,G1,Kappa,27610.53,-68.66,217,220,437,13824.54,-190.76,9,20,1756.13,1.4672,0.5019,4683.73,1114.234,13.335,5.962,8.368,0,0,0.0,0.0,0.0,0.0,0.0,5.43,-83.367,935.231,132.701,65,4,7,381.69,1.0056,0.6659,1074.29,284.1517,2.366,12.198,8.902,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-206.827,137.849,118.353,40
Devextinetug,G2,Kappa,23947.52,-135.27,201,215,416,13071.97,-114.69,5,15,1324.77,0.7082,0.3573,2420.07,938.253,0.309,-4.851,1.364,0,0,0.0,0.0,0.0,0.0,0.0,5.42,231.4,0.597,-188.276,68,3,7,536.15,0.7117,0.3545,1035.67,381.5732,0.547,-7.36,-3.666,0,0,0.0,0.0,0.0,0.0,0.0,2.71,111.705,112.948,-382.442,33
Dinutuximab,G1,Kappa,28199.26,-195.46,211,220,431,15248.86,-210.54,8,11,1065.2,0.7947,0.4793,3941.58,723.1316,-13.211,-8.295,-2.361,0,0,0.0,0.0,0.0,0.0,0.0,8.15,304.141,-337.06,-2.02,65,5,8,573.57,0.7947,0.5748,2116.63,376.0401,-8.081,-4.358,-0.975,0,0,0.0,0.0,0.0,0.0,0.0,5.43,571.032,-159.686,57.666,41
Diridavumab,G1,Lambda,24647.26,-212.71,219,217,436,12575.82,-189.08,6,10,756.08,0.5943,0.3625,3102.51,393.149,12.193,-5.194,1.551,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-254.286,109.899,622.468,68,4,7,459.5,0.5943,0.2891,1287.8,221.0,0.832,3.5,-2.869,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-75.427,-16.001,418.694,31
Divozilimab,G1,Kappa,23814.55,-157.48,219,213,432,11483.14,-221.0,6,14,875.84,0.6565,0.3948,3161.19,496.2105,-4.453,2.266,-5.755,1,4,366.09,91.5214,91.5214,366.09,33504.6979,5.43,76.25,340.937,353.013,67,4,7,402.57,0.6565,0.4478,1274.87,264.3031,-3.495,7.864,-3.642,0,0,0.0,0.0,0.0,0.0,0.0,2.71,267.621,-115.082,310.615,38
Domvanalimab,G1,Kappa,28348.93,-155.08,217,214,431,13891.45,-153.95,3,18,1029.29,0.769,0.4455,1630.45,429.5642,9.455,-5.03,5.658,0,0,0.0,0.0,0.0,0.0,0.0,5.43,-874.691,-394.316,367.705,62,0,0,0.0,0.0,0.0,0.0,0.0,4.518,-3.028,1.085,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-731.512,-60.174,227.825,37
Donanemab,G1,Kappa,30745.84,-60.13,213,219,432,15462.66,-182.32,9,23,2418.11,0.7072,0.4328,6077.09,1709.9866,11.812,0.037,-4.516,0,0,0.0,0.0,0.0,0.0,0.0,4.51,207.637,382.711,302.126,64,4,7,548.25,0.7024,0.5636,1630.07,307.7664,6.986,4.734,-5.036,0,0,0.0,0.0,0.0,0.0,0.0,2.71,59.606,107.437,143.336,36
Dostarlimab,G4,Kappa,23623.75,-151.41,200,214,414,12087.82,-144.77,4,18,1220.34,0.7027,0.5343,2607.19,445.6091,2.867,0.233,5.874,1,4,486.49,121.6235,121.6235,486.49,59169.1475,5.42,-23.841,53.989,548.427,67,2,7,381.14,0.7027,0.6309,634.48,267.8158,0.96,9.098,11.014,0,0,0.0,0.0,0.0,0.0,0.0,3.62,318.778,34.393,-159.099,37
Drotokibart,G4,Kappa,30736.7,77.71,202,215,417,15571.11,-93.92,6,16,1297.07,0.8018,0.5925,4307.14,733.3735,4.695,3.307,-8.039,1,5,526.53,105.3066,105.3066,526.53,55447.3687,4.51,240.628,615.285,-121.589,59,3,11,914.61,0.8018,0.5932,1963.94,733.3735,2.353,3.345,1.165,1,5,526.53,105.3066,105.3066,526.53,55447.3687,1.8,-151.404,304.496,-81.257,36
Dupilumab,G4,Kappa,30653.66,-87.51,209,219,428,17049.75,-138.39,6,35,3324.0,0.7921,0.4068,5467.93,2188.4677,3.365,1.646,-4.234,0,0,0.0,0.0,0.0,0.0,0.0,3.6,-79.844,612.555,-159.554,66,5,13,1217.44,0.774,0.2968,2495.6,942.2554,2.416,8.617,2.273,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-383.271,-16.452,-322.974,34
Durvalumab,G1,Kappa,27014.45,-166.11,219,215,434,15100.47,-137.87,6,11,845.35,0.9073,0.5479,2976.53,599.7041,1.315,0.437,-4.203,0,0,0.0,0.0,0.0,0.0,0.0,3.6,-546.61,17.781,-263.22,67,3,11,765.9,0.9073,0.7584,1859.56,599.7041,3.551,15.063,-3.315,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-433.342,7.229,-190.249,37
Dusigitumab,G2,Lambda,25237.92,-115.62,204,217,421,11916.11,-227.34,8,9,1120.7,1.2202,0.3054,3052.56,964.7328,4.571,-8.08,-1.786,1,7,986.06,140.8651,140.8651,986.06,138900.8333,4.52,398.354,325.723,150.345,60,2,4,224.37,0.5554,0.1458,447.79,124.0744,2.482,-1.64,6.086,0,0,0.0,0.0,0.0,0.0,0.0,2.71,63.422,-6.077,-41.848,31
Duvakitug,G1,Lambda,21589.94,-244.34,217,216,433,11519.59,-179.93,4,11,800.21,0.5773,0.39,1808.82,333.2864,5.514,0.105,-3.74,0,0,0.0,0.0,0.0,0.0,0.0,4.51,94.547,171.714,670.914,59,2,6,382.39,0.5773,0.4091,614.7,134.1164,-4.44,5.44,3.128,0,0,0.0,0.0,0.0,0.0,0.0,2.71,145.255,-101.609,32.991,31
Ebdarokimab,G1,Kappa,23020.33,-181.1,217,214,431,11426.37,-227.32,7,9,906.48,1.1944,0.5539,3376.48,1082.6695,1.78,6.099,-6.214,1,5,639.24,127.847,127.847,639.24,81724.2866,3.61,-233.477,-127.739,-128.997,66,3,5,593.42,0.9342,0.7444,1193.28,323.7135,-9.235,-4.45,-0.238,0,0,0.0,0.0,0.0,0.0,0.0,1.8,110.365,120.696,-149.502,37
Eblasakimab,G4,Kappa,23096.98,-233.77,202,211,413,11409.26,-248.3,5,12,862.56,1.3106,0.6593,2507.56,457.2036,11.386,-7.687,-16.453,0,0,0.0,0.0,0.0,0.0,0.0,4.51,156.43,338.111,14.929,67,1,6,370.59,0.6202,0.6202,370.59,229.8521,3.671,10.076,-2.054,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-116.35,-175.15,131.371,39
Ebronucimab,G1,Lambda,22361.66,-148.35,221,217,438,11646.03,-294.16,5,9,639.43,0.7051,0.3621,1898.74,384.1997,-11.429,12.586,9.986,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-270.021,-594.801,-29.065,64,2,5,329.93,0.7051,0.2318,566.1,232.6356,-6.976,-1.65,-2.287,0,0,0.0,0.0,0.0,0.0,0.0,3.62,-165.306,-116.404,167.873,34
Ecleralimab,G1,Lambda,25124.72,-124.37,218,213,431,11619.61,-204.78,8,11,677.54,0.6109,0.2062,3109.26,413.8937,15.855,-0.151,3.84,0,0,0.0,0.0,0.0,0.0,0.0,6.33,-165.481,-759.485,401.274,70,4,8,602.36,0.7433,0.3114,1419.32,447.7223,4.159,-8.17,-2.55,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-301.283,-131.298,233.453,36
Eculizumab,G2,Kappa,25201.18,-91.67,206,214,420,13221.13,-207.25,5,28,2554.42,0.6802,0.5246,4324.33,1626.082,4.095,-4.486,-8.607,1,7,807.3,115.329,115.329,807.3,93105.4694,3.6,-14.096,279.741,-405.311,68,2,13,954.88,0.6625,0.4925,1351.19,307.8513,2.438,8.699,-4.097,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-94.773,13.173,-143.186,35
Efalizumab,G1,Kappa,27811.23,-32.5,219,214,433,13502.45,-185.9,10,8,705.36,1.0614,0.4572,4600.98,660.4547,-3.231,-0.006,-5.543,1,4,622.22,155.556,155.556,622.22,96790.6349,6.33,282.653,170.219,200.628,69,3,7,411.41,0.6644,0.1597,978.37,273.3435,-2.146,9.202,-4.595,0,0,0.0,0.0,0.0,0.0,0.0,2.71,343.866,-184.106,55.027,40
Eglatoprutug,G1,Kappa,24519.68,-284.79,215,218,433,12337.11,-251.42,4,17,1175.79,0.7088,0.327,2240.66,412.4112,6.857,6.725,-2.451,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-84.827,-490.842,-556.35,71,3,7,391.43,0.7088,0.3437,923.06,277.4518,5.043,-2.884,-9.577,0,0,0.0,0.0,0.0,0.0,0.0,2.7,-128.258,575.274,-40.73,36
Elegrobart,G1,Kappa,24970.91,-103.3,222,219,441,12433.66,-202.1,7,6,474.31,0.668,0.3092,2189.3,232.2041,3.627,-12.874,-0.094,0,0,0.0,0.0,0.0,0.0,0.0,6.33,-674.39,369.916,368.674,71,4,5,367.31,0.668,0.2356,1107.63,232.2041,2.775,-0.704,-3.631,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-378.281,-102.189,362.742,40
Elezanumab,G1,Lambda,23209.23,-166.09,218,215,433,11411.87,-225.45,4,17,1348.82,0.6343,0.4786,3342.32,837.1165,0.934,-9.442,-7.871,1,5,428.46,85.6924,85.6924,428.46,36715.9228,5.43,110.615,21.473,450.74,59,3,6,414.32,0.6343,0.2723,890.65,158.9468,-4.067,0.019,1.733,0,0,0.0,0.0,0.0,0.0,0.0,2.71,88.792,-6.906,-150.697,32
Elotuzumab,G1,Kappa,25178.17,-133.07,217,214,431,13028.81,-212.73,7,7,673.55,1.1538,0.4065,3207.15,608.2757,2.301,-4.552,0.885,0,0,0.0,0.0,0.0,0.0,0.0,4.51,-322.484,157.634,408.393,67,1,4,227.62,0.5116,0.5116,227.62,116.4409,6.171,7.227,9.259,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-13.277,116.533,-47.012,40
Eltivutabart,G4,Kappa,28426.34,-225.22,205,214,419,13686.4,-240.89,3,17,897.87,0.694,0.4366,1751.96,269.5207,-2.845,-11.655,-6.465,0,0,0.0,0.0,0.0,0.0,0.0,6.33,66.692,-591.891,-315.793,73,2,15,709.46,0.694,0.5851,1063.76,337.7629,-2.616,-9.92,-3.702,0,0,0.0,0.0,0.0,0.0,0.0,3.61,299.631,70.061,66.71,37
Eltrekibart,G4,Kappa,24368.23,-364.99,210,214,424,11417.17,-272.61,3,18,1261.03,0.483,0.2416,2123.58,573.6203,-5.86,-10.618,-1.748,0,0,0.0,0.0,0.0,0.0,0.0,5.41,-114.877,549.556,-88.869,76,2,7,388.61,0.6775,0.2322,669.08,263.2976,-0.577,-0.608,6.844,0,0,0.0,0.0,0.0,0.0,0.0,2.7,-145.499,-198.328,52.961,40
Emactuzumab,G1,Kappa,24846.81,-162.25,214,213,427,12345.96,-198.16,6,10,671.92,1.4242,0.5126,2646.52,530.473,7.453,15.157,-1.508,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-751.444,643.51,-518.272,69,1,7,405.51,0.6187,0.6187,405.51,250.8953,-2.496,9.371,-3.54,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-444.006,94.463,-503.377,37
Emapalumab,G1,Lambda,24698.73,53.07,221,217,438,11762.9,-230.62,4,14,1267.87,0.964,0.6627,3671.67,875.3739,4.419,-11.599,-0.179,0,0,0.0,0.0,0.0,0.0,0.0,5.42,124.873,505.636,221.936,64,1,8,501.18,0.8126,0.8126,501.18,407.2588,4.294,-0.292,11.433,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-25.647,-35.387,161.369,32
Emibetuzumab,G4,Kappa,24197.59,-200.12,199,215,414,12209.7,-171.35,4,10,520.26,0.8641,0.5395,1605.91,396.5827,-2.194,10.51,-3.765,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-605.115,301.0,291.667,69,1,7,402.07,0.6427,0.6427,402.07,258.417,0.376,9.707,-1.15,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-690.223,-7.75,53.488,33
Empasiprubart,G1,Kappa,29125.73,-476.44,216,218,434,15467.06,-243.91,7,9,574.58,0.6528,0.4009,2965.22,289.5587,11.284,-1.733,-15.397,0,0,0.0,0.0,0.0,0.0,0.0,6.33,-99.622,89.84,-328.489,76,3,5,432.14,0.6528,0.3593,1069.62,190.0543,1.578,5.836,-5.946,0,0,0.0,0.0,0.0,0.0,0.0,3.62,-250.232,67.097,-110.185,42
Emugrobart,G1,Kappa,27620.04,-2.54,218,217,435,15895.19,-52.12,4,43,3338.18,0.6889,0.3883,4883.36,2195.345,-3.967,9.634,6.01,1,4,397.73,99.433,99.433,397.73,39547.7237,6.34,-13.874,204.837,204.351,64,3,8,791.41,1.0755,0.8623,1494.64,650.9243,-0.669,6.077,8.37,0,0,0.0,0.0,0.0,0.0,0.0,2.71,284.872,-96.174,51.573,32
Enibarcimab,G1,Kappa,32154.16,-236.36,216,219,435,17400.82,-114.69,9,10,787.17,0.6489,0.3625,3850.61,374.8419,8.305,12.09,0.206,0,0,0.0,0.0,0.0,0.0,0.0,4.51,628.346,162.028,-837.006,66,7,9,563.67,0.6489,0.4002,2872.6,360.2884,1.655,5.384,5.721,0,0,0.0,0.0,0.0,0.0,0.0,2.71,336.954,240.538,-186.175,36
Enlonstobart,G4,Kappa,26832.17,-111.97,197,214,411,14022.12,-149.67,6,17,1269.49,0.9024,0.3944,4132.51,874.0826,-4.39,10.104,3.445,0,0,0.0,0.0,0.0,0.0,0.0,4.51,-121.804,759.305,-28.96,68,3,9,644.69,0.9144,0.2621,1231.22,589.4782,-4.016,14.675,-1.628,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-118.479,253.415,-161.652,37
Enoblituzumab,G1,Kappa,27873.88,-80.58,220,214,434,13497.01,-174.8,7,9,658.65,0.7457,0.3551,2990.73,491.1622,0.224,3.491,-1.592,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-777.886,38.521,780.917,64,2,5,357.38,0.6077,0.4442,631.81,217.1649,2.046,10.143,-4.868,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-397.309,-119.65,294.466,35
Ensituximab,G1,Kappa,24165.25,-104.27,211,213,424,12042.81,-136.1,3,14,895.68,0.6028,0.2519,1711.03,349.0599,-2.978,-4.196,-1.971,0,0,0.0,0.0,0.0,0.0,0.0,5.43,278.7,-494.741,-38.77,63,3,7,508.3,0.7468,0.3746,1055.54,309.422,-4.913,-11.045,-10.24,0,0,0.0,0.0,0.0,0.0,0.0,2.71,251.833,-110.728,246.974,35
Enzelkitug,G1,Kappa,23545.79,-177.23,217,218,435,12105.57,-197.17,5,17,1326.01,0.712,0.3443,2430.41,799.4775,-3.834,2.54,-1.661,0,0,0.0,0.0,0.0,0.0,0.0,4.52,77.43,456.071,216.001,64,3,7,543.35,0.7639,0.3408,1049.55,415.0766,-7.261,7.601,-0.807,0,0,0.0,0.0,0.0,0.0,0.0,1.8,312.95,266.936,-55.609,36
Epratuzumab,G1,Kappa,33502.23,-98.35,214,219,433,17208.1,-135.35,9,8,736.97,0.7216,0.3138,3806.59,531.7931,19.174,-7.651,-3.032,0,0,0.0,0.0,0.0,0.0,0.0,6.33,-167.596,-204.643,860.167,67,5,6,499.45,0.7122,0.2558,1772.56,355.7032,2.061,-11.738,0.233,0,0,0.0,0.0,0.0,0.0,0.0,3.62,-681.377,-98.324,467.533,31
Eptinezumab,G1,Kappa,24594.23,-192.57,209,219,428,13736.25,-168.32,5,23,1840.45,0.8456,0.4157,3426.85,763.8032,-6.779,-6.343,-5.373,0,0,0.0,0.0,0.0,0.0,0.0,4.52,352.923,-78.711,-374.285,66,3,6,363.19,0.8456,0.5283,983.4,238.5327,-1.46,-5.78,-5.838,0,0,0.0,0.0,0.0,0.0,0.0,2.71,232.153,333.098,-259.523,38
Erenumab,G2,Lambda,23699.38,-133.91,214,216,430,11793.3,-174.01,5,8,580.48,0.94,0.5124,2344.68,393.951,-4.657,-4.083,-5.916,1,4,419.1,104.7742,104.7742,419.1,43910.5275,5.43,69.009,102.045,238.416,64,1,6,382.75,0.2703,0.2703,382.75,103.4425,3.969,3.663,-8.669,0,0,0.0,0.0,0.0,0.0,0.0,1.8,253.674,29.27,-68.384,28
Ersodetug,G2,Kappa,27520.91,-113.05,202,219,421,14105.13,-188.33,6,13,930.14,0.8107,0.5322,3426.86,754.0307,7.891,-2.742,-16.985,1,4,277.29,69.3217,69.3217,277.29,19222.016,6.33,-421.125,175.03,-36.72,75,1,7,399.39,0.6744,0.6744,399.39,269.3517,8.31,4.212,-7.24,0,0,0.0,0.0,0.0,0.0,0.0,2.7,-230.2,-55.634,-232.75,39
Etalanetug,G1,Kappa,25472.13,-284.18,217,219,436,12833.0,-246.71,5,9,626.2,1.0602,0.5305,2071.54,419.0642,3.31,5.558,5.462,0,0,0.0,0.0,0.0,0.0,0.0,5.42,29.68,-317.507,640.662,65,2,7,396.84,0.6069,0.4184,656.83,240.8348,13.066,-0.199,-4.089,0,0,0.0,0.0,0.0,0.0,0.0,3.62,-163.047,-214.485,359.242,39
Etesevimab,G1,Kappa,25180.27,-221.93,217,216,433,12636.19,-219.06,7,10,899.18,0.7689,0.4176,3640.15,502.5685,0.796,0.024,2.233,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-245.31,651.495,-36.723,59,3,5,380.82,0.7134,0.2737,858.55,271.6875,-6.563,3.587,10.65,0,0,0.0,0.0,0.0,0.0,0.0,1.8,26.297,139.064,-188.851,39
Etigilimab,G1,Kappa,28569.7,-59.03,216,214,430,15549.3,-102.42,5,19,1423.49,0.9881,0.6033,2840.02,858.0985,12.137,2.728,6.876,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-170.099,326.38,384.129,58,3,13,1007.28,0.7664,0.6018,1790.04,517.8811,7.575,5.577,5.103,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-327.186,6.323,196.976,37
Etrolizumab,G1,Kappa,26673.01,-235.63,215,214,429,15389.99,-234.11,5,7,466.3,0.6305,0.2157,1650.66,269.2004,7.369,-0.683,-9.276,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-575.495,117.707,-372.234,59,3,7,426.98,0.6305,0.2217,927.78,269.2004,1.998,7.646,0.822,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-218.643,-177.595,-446.54,37
Evinacumab,G4,Kappa,24878.81,-230.47,210,214,424,13176.85,-185.75,6,13,1114.81,1.1399,0.4595,3435.18,555.1496,-6.735,4.736,0.395,0,0,0.0,0.0,0.0,0.0,0.0,3.6,131.267,-148.191,-338.884,74,3,7,434.71,0.9277,0.4291,1015.09,348.3,-8.838,-4.456,-6.839,0,0,0.0,0.0,0.0,0.0,0.0,1.8,313.31,30.756,-243.429,35
Evolocumab,G2,Lambda,23156.76,-254.42,199,215,414,12008.33,-256.27,3,10,787.39,0.5466,0.5043,1887.5,378.6969,-1.202,-8.929,-7.594,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-175.915,403.238,-321.259,58,2,6,463.76,0.4978,0.4019,700.55,141.9184,-5.35,-2.215,2.901,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-82.201,110.066,-223.824,32
Exerenibart,G4,Kappa,27091.08,-330.38,208,214,422,13802.22,-216.58,7,10,619.53,0.7853,0.4165,2743.71,353.6639,0.048,8.711,-8.65,0,0,0.0,0.0,0.0,0.0,0.0,4.51,-508.14,-163.301,49.197,64,4,7,619.53,0.7853,0.532,1495.77,353.6639,9.455,9.336,1.442,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-282.056,-184.584,-343.113,34
Exidavnemab,G4,Kappa,26978.5,-268.21,202,219,421,14048.47,-234.53,6,16,1162.51,0.6071,0.3243,3679.81,702.0188,5.948,0.769,-10.095,1,5,455.04,91.0071,91.0071,455.04,41411.46,6.33,165.543,562.216,-7.518,65,3,7,463.81,0.6071,0.2967,1235.02,241.9268,-0.159,6.416,2.11,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-214.029,139.074,-293.286,39
Exlinkibart,G1,Kappa,27761.6,-222.83,214,214,428,14774.24,-217.0,9,15,1541.13,0.8083,0.4097,4960.14,930.4752,12.928,8.745,2.011,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-207.492,317.847,194.192,75,5,7,369.65,0.8083,0.344,1542.96,208.4933,3.722,5.578,-0.086,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-0.046,-4.939,189.191,41
Ezabenlimab,G4,Kappa,24706.73,-215.56,204,218,422,12563.18,-255.06,5,10,532.34,0.9142,0.5375,1811.46,352.1191,7.722,5.752,3.216,0,0,0.0,0.0,0.0,0.0,0.0,4.51,198.347,308.877,201.187,71,2,7,385.48,0.6473,0.4115,661.11,249.5097,13.94,11.247,5.29,0,0,0.0,0.0,0.0,0.0,0.0,1.79,129.674,-49.993,-143.993,40
Falbikitug,G1,Kappa,25899.4,-55.82,216,220,436,12945.85,-264.38,10,8,785.05,0.9904,0.4095,4662.32,777.5134,-9.046,9.373,6.273,0,0,0.0,0.0,0.0,0.0,0.0,7.24,-233.463,247.244,-972.588,74,3,6,417.52,0.6534,0.0753,962.33,225.0704,-5.462,-4.256,0.202,0,0,0.0,0.0,0.0,0.0,0.0,3.61,10.854,317.069,-236.661,43
Farletuzumab,G1,Kappa,22754.66,-137.58,217,217,434,10976.58,-167.94,5,20,1213.4,1.0855,0.4215,3227.09,475.5387,-1.666,-11.426,3.153,0,0,0.0,0.0,0.0,0.0,0.0,5.43,-244.9,414.045,-407.814,65,3,7,402.85,0.6052,0.4428,1035.83,236.9873,3.067,-0.811,4.761,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-332.039,72.836,-295.162,36
Fasinumab,G4,Kappa,22723.23,-279.97,203,214,417,12987.2,-177.32,6,8,700.85,1.0062,0.4606,2528.7,538.7643,-1.682,-3.275,7.818,0,0,0.0,0.0,0.0,0.0,0.0,4.51,162.17,530.057,-78.733,79,4,6,314.85,0.7361,0.5442,1132.22,225.6976,-5.307,-0.634,2.002,0,0,0.0,0.0,0.0,0.0,0.0,1.8,304.641,225.476,-146.072,38
